trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
153,False,"{'a': 0.5, 'e': 0.00039058144624792536}",20,0,28.99859440444305,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
154,False,"{'a': 0.5, 'e': 0.0003710523739355291}",25,9,15.044204423525292,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
155,False,"{'a': 0.5, 'e': 0.00035249975523875265}",20,9,20.205155365071427,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.5, 'e': 0.000334874767476815}",20,3,26.711117257890212,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.5, 'e': 0.00031813102910297424}",25,15,18.290068728507865,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.5, 'e': 0.0003022244776478255}",30,18,25.02106534423351,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.5, 'e': 0.0002871132537654342}",25,10,29.546179865394535,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.5, 'e': 0.00027275759107716247}",30,14,22.99005155683784,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.5, 'e': 0.00025911971152330434}",20,0,22.10567711877148,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
162,False,"{'a': 0.5, 'e': 0.00024616372594713913}",30,15,25.56356359935208,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.5, 'e': 0.00023385553964978215}",20,6,18.381083888263436,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.5, 'e': 0.00022216276266729304}",30,0,12.646141281965708,"{0: 28, 1: 1, 2: 0, 3: 1, 4: 0}",0
165,False,"{'a': 0.5, 'e': 0.00021105462453392839}",30,0,26.26318965958467,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
166,False,"{'a': 0.5, 'e': 0.00020050189330723196}",25,8,24.00671660143262,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.5, 'e': 0.00019047679864187035}",30,0,43.40750769001128,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
168,False,"{'a': 0.5, 'e': 0.00018095295870977683}",25,8,28.596839942005367,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.5, 'e': 0.00017190531077428798}",25,0,37.43279366823916,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
170,False,"{'a': 0.5, 'e': 0.00016331004523557357}",25,16,13.571050286828042,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.5, 'e': 0.00015514454297379488}",25,0,30.974971038014314,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
172,False,"{'a': 0.5, 'e': 0.00014738731582510513}",20,3,-14.328126111426448,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
173,False,"{'a': 0.5, 'e': 0.00014001795003384986}",20,0,32.517247353660174,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
174,False,"{'a': 0.5, 'e': 0.00013301705253215737}",35,15,10.245105816785978,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
175,False,"{'a': 0.5, 'e': 0.0001263661999055495}",25,17,16.947511467802276,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.5, 'e': 0.000120047889910272}",20,13,-10.075620237930629,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
177,False,"{'a': 0.5, 'e': 0.0001140454954147584}",25,0,23.2853288218467,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
178,False,"{'a': 0.5, 'e': 0.00010834322064402047}",25,10,22.47960704858096,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.5, 'e': 0.00010292605961181944}",20,0,-14.39467307462696,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
180,False,"{'a': 0.5, 'e': 9.777975663122846e-05}",25,0,-0.8843713428154323,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
1,True,"{'a': 0, 'e': 0}",35,0,35.632238359805946,"{0: 34, 1: 0, 2: 1, 3: 0, 4: 0}",0
2,True,"{'a': 0, 'e': 0}",20,0,24.59089625379582,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
